Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,IsNewCustomer,LowSatisfaction,HighCashback,RecentlyActive,MaritalStatus_Married,MaritalStatus_Single,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Others
2,8,5,3,3,0,1,140.63,0,1,0,0,1,True,False,False,False,True,False
17,8,1,1,2,1,7,178.79,0,0,1,1,0,True,False,False,False,False,False
4,7,4,3,2,0,4,145.64,0,1,0,0,0,True,False,False,False,True,False
0,29,4,3,2,0,8,135.4,0,1,0,0,0,True,False,False,True,False,False
7,16,4,3,2,0,7,150.63,0,0,0,0,0,True,False,False,True,False,False
10,9,3,3,2,0,8,194.34,0,0,0,1,0,True,False,False,False,False,False
19,6,3,1,10,0,2,296.27,0,0,1,1,1,True,False,False,False,False,True
7,28,4,1,2,1,11,157.47,0,0,1,0,0,True,False,False,True,False,False
8,8,4,1,1,1,4,149.3,0,0,1,0,0,False,True,False,False,True,False
16,9,2,5,9,0,4,187.72,0,0,0,1,0,True,False,False,True,False,False
7,28,2,4,3,0,14,145.28,0,0,0,0,0,True,False,False,False,True,False
0,31,1,2,2,1,1,129.94,0,1,1,0,1,False,True,False,False,True,False
1,16,4,1,3,0,8,166.05,0,1,1,1,0,False,True,False,True,False,False
8,31,4,4,4,0,8,209.03,0,0,0,1,0,False,False,False,False,False,False
5,9,4,1,6,1,6,190.82,0,1,1,1,0,False,True,False,True,False,False
4,8,3,3,2,0,3,134.77,0,1,0,0,1,True,False,False,False,True,False
1,32,4,2,3,1,2,152.95,1,1,1,0,1,False,True,False,False,True,False
12,25,3,1,9,0,2,139.02,0,0,1,0,1,True,False,False,True,False,False
7,11,4,1,2,0,13,139.86,0,0,1,0,0,True,False,False,True,False,False
4,13,3,1,4,0,7,159.15,0,1,1,0,0,True,False,False,True,False,False
0,25,1,1,9,1,4,153.04,1,1,1,0,0,False,True,False,True,False,False
1,8,5,3,3,0,3,171.17,0,1,0,1,1,False,True,False,True,False,False
1,13,4,2,3,1,3,151.59,0,1,1,0,1,False,False,False,False,True,False
1,12,4,4,2,0,3,149.22,1,1,0,0,1,False,True,False,False,True,False
0,19,3,3,4,1,2,198.54,1,1,0,1,1,False,True,False,True,False,False
13,28,6,3,8,0,3,182.36,0,0,0,1,1,True,False,False,True,False,False
1,9,4,5,2,0,3,155.41,1,1,0,0,1,True,False,False,False,True,False
28,6,3,5,1,1,13,290.45,0,0,0,1,0,False,True,False,False,False,True
13,9,4,3,2,1,2,126.83,1,0,0,0,1,False,False,False,False,True,False
16,21,4,1,4,0,2,168.04,0,0,1,1,1,True,False,False,True,False,False
4,7,4,4,3,0,8,162.48,0,1,0,0,0,True,False,False,False,True,False
20,8,4,2,2,1,2,132.94,0,0,1,0,1,False,True,False,False,True,False
0,33,3,2,2,0,9,176.39,1,1,1,1,0,False,False,False,False,False,False
3,35,3,5,9,0,3,141.15,0,1,0,0,1,True,False,False,True,False,False
3,30,2,3,3,0,8,152.0,0,1,0,0,0,True,False,False,False,True,False
14,13,4,1,3,1,8,289.37,0,0,1,1,0,False,True,True,False,False,False
19,19,3,4,7,0,9,155.62,0,0,0,0,0,False,True,False,True,False,False
4,12,2,2,5,0,7,154.6,0,1,1,0,0,True,False,False,True,False,False
31,7,5,3,9,0,4,179.73,0,0,0,1,0,False,True,False,True,False,False
25,25,3,1,1,0,2,142.58,0,0,1,0,1,True,False,False,False,True,False
8,13,3,3,4,0,6,202.21,0,0,0,1,0,False,True,False,False,False,False
0,24,1,5,1,0,0,129.56,1,1,0,0,1,True,False,False,False,True,False
0,15,4,3,1,1,0,133.88,1,1,0,0,1,False,False,False,False,True,False
9,25,4,5,2,0,5,25.0,0,0,0,0,0,True,False,False,True,False,False
11,14,4,3,6,0,3,261.64,0,0,0,1,1,False,True,False,False,False,False
1,17,4,5,3,0,9,167.13,1,1,0,1,0,False,True,False,True,False,False
2,8,4,4,3,0,0,166.44,0,1,0,1,1,True,False,False,True,False,False
5,8,3,3,5,1,7,149.98,0,1,0,0,0,False,True,False,True,False,False
9,6,5,5,3,1,7,202.52,0,0,0,1,0,True,False,False,False,False,False
2,11,4,4,2,1,9,141.87,0,1,0,0,0,True,False,False,True,False,False
14,12,3,2,4,1,0,235.91000000000005,0,0,1,1,1,False,True,False,False,False,False
1,14,4,3,5,1,8,158.39,1,1,0,0,0,True,False,False,False,True,False
16,35,5,2,2,0,5,170.23,0,0,1,1,0,False,False,False,True,False,False
11,7,4,1,6,0,3,199.91,0,0,1,1,1,False,True,False,False,False,False
1,13,2,5,3,1,1,141.01,1,1,0,0,1,False,False,False,False,True,False
12,9,5,4,6,0,6,149.68,0,0,0,0,0,True,False,False,False,True,False
1,12,4,4,3,1,1,143.78,1,1,0,0,1,False,True,False,False,True,False
1,29,4,3,3,0,3,159.47,0,1,0,0,1,False,True,False,False,True,False
26,19,2,5,2,0,3,144.5,0,0,0,0,1,True,False,False,True,False,False
16,7,5,1,11,1,3,185.62,0,0,1,1,1,True,False,False,True,False,False
0,14,4,5,7,0,2,153.26,1,1,0,0,1,False,True,False,True,False,False
17,14,1,1,3,1,2,128.18,0,0,1,0,1,True,False,False,False,True,False
31,8,6,1,5,0,1,233.83,0,0,1,1,1,True,False,False,False,False,False
5,14,4,2,6,0,8,200.47,0,1,1,1,0,True,False,False,True,False,False
19,9,5,3,3,0,1,147.74,0,0,0,0,1,False,True,False,False,True,False
8,9,5,3,5,0,8,152.68,0,0,0,0,0,True,False,False,False,True,False
31,7,4,1,5,1,5,244.04,0,0,1,1,0,True,False,False,False,False,False
6,16,4,1,4,0,1,146.82,0,0,1,0,1,False,True,False,True,False,False
10,9,4,1,5,1,3,151.44,0,0,1,0,1,False,True,False,False,True,False
1,15,4,3,2,1,5,174.07,0,1,0,1,0,True,False,False,True,False,False
18,8,5,3,1,0,1,166.32,0,0,0,1,1,False,True,False,True,False,False
5,10,4,3,11,0,3,261.75,0,1,0,1,1,True,False,False,False,False,False
3,8,4,2,6,1,0,168.77,0,1,1,1,1,False,True,False,True,False,False
3,13,4,1,3,0,9,156.31,0,1,1,0,0,True,False,False,False,True,False
27,31,2,1,5,0,3,195.05,0,0,1,1,1,True,False,False,False,False,False
13,13,3,4,2,0,8,298.33,0,0,0,1,0,False,True,False,False,False,True
8,31,3,3,2,1,1,203.88,0,0,0,1,1,True,False,False,False,False,False
23,6,4,3,3,0,2,136.9,0,0,0,0,1,True,False,False,False,True,False
19,7,2,1,2,0,8,317.02,0,0,1,1,0,True,False,False,False,False,True
15,14,3,4,1,0,2,168.25,0,0,0,1,1,True,False,False,True,False,False
15,8,4,5,2,0,8,166.03,0,0,0,1,0,True,False,False,True,False,False
16,33,4,4,7,0,9,260.25,0,0,0,1,0,True,False,True,False,False,False
14,9,4,5,6,0,3,158.77,0,0,0,0,1,True,False,False,False,True,False
0,10,2,5,3,0,2,128.19,0,1,0,0,1,False,False,False,False,True,False
26,18,4,3,10,0,5,156.49,0,0,0,0,0,False,False,False,True,False,False
7,17,4,4,5,0,8,144.9,0,0,0,0,0,True,False,False,True,False,False
3,17,5,4,3,1,8,207.68,0,1,0,1,0,True,False,False,True,False,False
7,11,5,4,8,0,2,151.22,0,0,0,0,1,False,False,False,False,True,False
6,16,3,3,2,0,9,154.87,0,0,0,0,0,False,True,False,True,False,False
5,7,5,5,3,0,3,147.18,0,1,0,0,1,False,False,False,False,True,False
23,6,4,3,3,0,2,136.9,0,0,0,0,1,False,False,False,False,True,False
0,9,4,2,2,1,7,203.25,1,1,1,1,0,False,False,False,False,False,False
20,15,5,5,10,1,8,171.15,0,0,0,1,0,True,False,False,True,False,False
9,23,4,4,2,0,10,205.2,0,0,0,1,0,True,False,False,False,False,False
27,16,3,5,7,1,4,144.4,0,0,0,0,0,False,True,False,True,False,False
8,6,3,4,2,0,6,172.95,0,0,0,1,0,False,False,False,False,False,False
29,15,5,4,3,1,1,260.77,0,0,0,1,1,True,False,True,False,False,False
22,17,5,4,6,0,10,321.65,0,0,0,1,0,True,False,False,False,False,True
11,12,4,3,3,0,7,153.21,0,0,0,0,0,True,False,False,True,False,False
1,14,5,5,10,0,8,193.11,0,1,0,1,0,False,True,False,True,False,False
9,27,3,4,5,0,7,189.26,1,0,0,1,0,True,False,False,True,False,False
17,13,5,2,6,1,1,291.27,0,0,1,1,1,True,False,True,False,False,False
11,24,5,1,4,1,0,158.11,0,0,1,0,1,True,False,False,True,False,False
15,6,3,3,2,0,6,149.07,0,0,0,0,0,True,False,False,True,False,False
14,6,1,5,2,0,7,183.92,0,0,0,1,0,True,False,False,False,False,False
8,24,1,5,2,0,10,152.08,0,0,0,0,0,True,False,False,True,False,False
1,11,4,2,3,1,3,153.75,0,1,1,0,1,False,True,False,False,True,False
6,12,3,1,4,0,7,177.25,0,0,1,1,0,True,False,False,True,False,False
0,26,5,3,4,1,2,145.59,1,1,0,0,1,True,False,False,True,False,False
23,9,4,1,5,0,4,316.61,0,0,1,1,0,True,False,False,False,False,True
19,8,4,3,6,0,4,178.99,0,0,0,1,0,False,True,False,True,False,False
19,12,6,5,3,1,5,182.69,0,0,0,1,0,False,True,False,True,False,False
10,7,5,1,2,0,3,195.25,0,0,1,1,1,True,False,False,True,False,False
0,8,4,2,8,0,0,127.85,1,1,1,0,1,False,True,False,False,True,False
2,14,4,5,2,0,4,173.98,0,1,0,1,0,False,True,False,True,False,False
2,16,3,4,1,0,1,132.91,0,1,0,0,1,True,False,False,False,True,False
27,11,3,5,5,0,2,294.06,0,0,0,1,1,True,False,False,False,False,True
22,10,4,3,3,0,0,287.11,0,0,0,1,1,False,False,False,False,False,True
1,32,4,5,2,0,4,147.24,0,1,0,0,0,False,False,False,True,False,False
0,29,3,5,10,1,2,199.5,1,1,0,1,1,True,False,False,False,False,False
12,36,4,1,3,0,10,149.06,0,0,1,0,0,False,True,False,True,False,False
1,7,4,4,3,1,5,157.02,1,1,0,0,0,False,True,False,False,True,False
1,6,5,2,1,0,5,166.74,0,1,1,1,0,False,False,False,True,False,False
20,21,4,4,11,1,4,174.63,1,0,0,1,0,True,False,False,False,True,False
9,30,3,4,8,0,8,156.74,0,0,0,0,0,True,False,False,True,False,False
0,8,4,2,2,0,0,111.02,1,1,1,0,1,False,True,False,False,True,False
0,12,5,3,5,1,7,161.72,1,1,0,0,0,False,False,False,True,False,False
1,29,4,3,3,1,8,186.79,1,1,0,1,0,True,False,False,True,False,False
7,11,5,4,10,0,3,163.38,0,0,0,0,1,False,False,False,False,True,False
5,14,4,4,2,1,9,152.28,0,1,0,0,0,False,False,False,True,False,False
0,15,3,1,2,0,0,110.81,1,1,1,0,1,False,True,False,False,True,False
10,6,5,1,2,0,3,195.25,0,0,1,1,1,True,False,False,True,False,False
22,14,4,4,2,0,7,151.3,0,0,0,0,0,True,False,False,True,False,False
7,10,3,1,3,1,0,197.13,0,0,1,1,1,True,False,False,False,False,False
6,9,4,4,3,0,8,148.7,0,0,0,0,0,True,False,False,False,True,False
0,21,3,1,2,0,0,128.71,0,1,1,0,1,False,True,False,False,True,False
27,14,4,3,5,0,8,311.06,0,0,0,1,0,True,False,False,False,False,True
4,18,3,2,9,1,2,139.29,0,1,1,0,1,False,False,False,False,True,False
6,9,4,4,2,1,3,165.78,0,0,0,1,1,False,False,False,True,False,False
14,9,4,4,9,0,4,182.15,0,0,0,1,0,True,False,False,True,False,False
0,16,4,1,2,1,4,157.69,0,1,1,0,0,True,False,False,True,False,False
13,6,5,2,3,0,4,317.72,0,0,1,1,0,False,False,False,False,False,True
0,15,4,5,4,0,2,144.0,1,1,0,0,1,True,False,False,False,True,False
1,18,4,5,2,0,5,145.99,0,1,0,0,0,False,False,False,False,True,False
16,30,5,3,3,0,8,168.32,0,0,0,1,0,False,True,False,True,False,False
23,6,3,3,1,0,13,163.47,0,0,0,0,0,True,False,False,True,False,False
30,13,3,5,6,0,10,295.66,0,0,0,1,0,True,False,False,False,False,True
24,16,4,3,6,1,1,318.31,0,0,0,1,1,True,False,False,False,False,True
1,16,4,4,8,0,3,145.24,0,1,0,0,1,True,False,False,False,True,False
20,25,4,3,4,0,9,173.1,0,0,0,1,0,True,False,False,True,False,False
16,18,4,4,2,0,9,243.36,0,0,0,1,0,True,False,True,False,False,False
10,6,3,1,5,0,2,174.91,0,0,1,1,1,False,True,False,False,False,False
16,10,4,1,4,0,17,202.31,0,0,1,1,0,False,True,False,False,False,False
18,15,3,5,5,1,2,207.61,0,0,0,1,1,True,False,False,False,False,False
6,23,3,3,2,0,0,274.44,0,0,0,1,1,False,True,True,False,False,False
8,26,4,4,6,0,11,169.44,0,0,0,1,0,True,False,False,True,False,False
10,7,4,4,2,0,6,177.28,0,0,0,1,0,False,False,False,True,False,False
26,7,5,3,2,0,10,324.99,0,0,0,1,0,True,False,False,False,False,True
27,23,3,3,9,0,8,207.39,0,0,0,1,0,False,False,False,False,False,False
29,21,3,4,10,0,16,312.22,0,0,0,1,0,False,True,False,False,False,True
3,11,5,5,3,0,1,146.09,0,1,0,0,1,True,False,False,False,True,False
13,20,4,3,2,0,9,296.26,0,0,0,1,0,False,True,False,False,False,True
6,12,2,1,5,0,3,158.12,0,0,1,0,1,True,False,False,False,True,False
2,26,3,1,3,0,2,169.31,0,1,1,1,1,True,False,False,True,False,False
6,9,3,2,9,0,8,175.55,0,0,1,1,0,False,True,False,True,False,False
9,6,3,4,1,0,5,152.28,0,0,0,0,0,False,False,False,True,False,False
9,10,3,4,8,0,2,151.31,0,0,0,0,1,True,False,False,True,False,False
22,11,4,2,3,0,9,203.98,0,0,1,1,0,False,True,False,False,False,False
10,10,3,3,8,1,3,129.96,0,0,0,0,1,True,False,False,False,True,False
9,8,4,1,2,0,8,138.86,0,0,1,0,0,False,True,False,True,False,False
1,9,5,2,3,0,1,150.64,1,1,1,0,1,False,True,False,False,True,False
1,23,4,4,11,0,3,153.11,0,1,0,0,1,True,False,False,False,True,False
9,7,5,3,8,0,8,147.58,0,0,0,0,0,False,False,False,False,True,False
8,11,4,3,11,0,3,190.38,0,0,0,1,1,True,False,False,True,False,False
9,16,4,3,3,0,9,175.98,0,0,0,1,0,False,True,False,True,False,False
24,9,4,3,7,0,4,301.39,0,0,0,1,0,False,False,True,False,False,False
9,35,5,3,2,0,3,149.3,0,0,0,0,1,True,False,False,False,True,False
7,25,3,4,5,0,10,144.44,0,0,0,0,0,True,False,False,True,False,False
1,26,4,1,5,0,3,161.69,0,1,1,0,1,True,False,False,False,True,False
11,15,4,4,4,0,8,165.71,0,0,0,1,0,True,False,False,True,False,False
7,15,4,3,2,0,3,196.04,0,0,0,1,1,True,False,False,True,False,False
9,25,4,3,3,0,1,171.01,0,0,0,1,1,False,False,False,True,False,False
3,14,4,5,5,0,3,145.62,0,1,0,0,1,False,True,False,False,True,False
14,9,5,2,2,1,4,148.42,0,0,1,0,0,False,True,False,False,True,False
0,35,4,4,1,0,4,134.79,1,1,0,0,0,False,True,False,False,True,False
13,31,4,1,9,0,8,166.08,0,0,1,1,0,False,True,False,True,False,False
17,6,3,3,8,0,0,147.68,0,0,0,0,1,False,False,False,True,False,False
0,29,4,5,2,0,10,173.36,1,1,0,1,0,True,False,False,False,False,False
19,35,5,4,3,0,7,292.04,0,0,0,1,0,False,True,True,False,False,False
18,8,4,1,2,0,9,157.7,0,0,1,0,0,True,False,False,True,False,False
13,18,4,2,3,0,8,201.54,1,0,1,1,0,False,False,False,False,False,False
0,11,3,2,2,0,0,110.51,0,1,1,0,1,False,True,False,False,True,False
13,18,4,1,3,0,8,201.54,1,0,1,1,0,True,False,False,False,False,False
16,7,4,3,3,0,7,174.07,0,0,0,1,0,True,False,False,True,False,False
7,8,4,5,7,0,9,159.57,0,0,0,0,0,True,False,False,True,False,False
0,29,4,3,4,1,1,159.16,1,1,0,0,1,False,False,False,True,False,False
2,8,3,2,2,0,9,145.54,0,1,1,0,0,False,True,False,True,False,False
2,24,4,5,3,0,9,170.58,0,1,0,1,0,True,False,False,True,False,False
8,15,4,3,2,1,15,206.85,0,0,0,1,0,True,False,False,False,False,False
4,32,4,3,9,1,3,172.36,0,1,0,1,1,False,False,False,True,False,False
15,8,4,1,5,0,1,152.82,0,0,1,0,1,True,False,False,False,True,False
13,16,4,4,22,0,4,192.82,0,0,0,1,0,False,True,False,True,False,False
4,13,1,1,5,0,7,169.29,0,1,1,1,0,True,False,False,True,False,False
1,9,4,4,11,0,3,159.68,0,1,0,0,1,True,False,False,False,True,False
0,17,2,3,9,0,2,147.07,1,1,0,0,1,False,False,False,True,False,False
3,30,3,3,2,0,0,126.93,0,1,0,0,1,True,False,False,False,True,False
24,9,4,3,7,0,4,301.39,0,0,0,1,0,True,False,True,False,False,False
7,8,3,2,2,0,4,162.74,0,0,1,0,0,False,True,False,True,False,False
8,7,2,1,4,0,4,157.8,0,0,1,0,0,False,True,False,False,True,False
7,7,2,4,3,1,3,179.88,0,0,0,1,1,True,False,False,True,False,False
0,9,4,1,1,1,0,128.53,1,1,1,0,1,True,False,False,False,True,False
16,9,4,3,2,1,1,151.96,0,0,0,0,1,True,False,False,False,True,False
9,9,3,4,5,0,7,144.85,0,0,0,0,0,False,True,False,True,False,False
28,18,4,1,5,0,13,285.32,0,0,1,1,0,True,False,True,False,False,False
0,6,4,2,7,0,2,147.75,0,1,1,0,1,False,False,False,True,False,False
1,22,4,3,9,1,8,261.1,1,1,0,1,0,True,False,False,False,False,False
9,9,3,4,2,0,7,136.92,0,0,0,0,0,True,False,False,False,True,False
29,27,4,1,5,1,9,179.15,0,0,1,1,0,True,False,False,True,False,False
8,17,4,3,3,1,8,165.01,0,0,0,0,0,True,False,False,True,False,False
2,13,3,1,2,1,0,166.23,0,1,1,1,1,True,False,False,True,False,False
29,9,5,5,9,0,3,292.56,0,0,0,1,1,False,True,True,False,False,False
7,24,4,3,3,0,1,299.44,0,0,0,1,1,False,True,True,False,False,False
20,10,4,3,5,0,10,299.65,0,0,0,1,0,False,False,True,False,False,False
6,36,4,3,11,0,8,165.25,0,0,0,1,0,False,True,False,False,True,False
27,8,4,3,7,0,0,206.86,0,0,0,1,1,False,False,False,False,False,False
3,7,4,5,2,0,3,178.73,0,1,0,1,1,True,False,False,True,False,False
31,14,2,2,2,1,10,177.2,0,0,1,1,0,True,False,False,True,False,False
30,9,4,2,6,0,5,151.71,0,0,1,0,0,False,True,False,True,False,False
1,23,4,5,7,0,3,178.24,1,1,0,1,1,False,True,False,True,False,False
15,21,4,3,6,0,9,149.51,0,0,0,0,0,True,False,False,False,True,False
18,36,4,1,3,0,18,170.41,0,0,1,1,0,False,True,False,True,False,False
15,14,3,1,2,0,9,284.3,0,0,1,1,0,True,False,False,False,False,True
4,32,4,3,9,1,3,172.36,0,1,0,1,1,True,False,False,True,False,False
2,12,4,4,2,0,0,128.04,0,1,0,0,1,True,False,False,False,True,False
0,15,3,5,8,0,4,142.0,1,1,0,0,0,False,True,False,False,True,False
9,10,5,3,3,0,1,137.81,0,0,0,0,1,True,False,False,False,True,False
1,21,4,5,3,1,9,147.35,0,1,0,0,0,True,False,False,False,True,False
6,16,6,1,2,0,8,171.68,0,0,1,1,0,True,False,False,True,False,False
1,31,6,2,3,1,1,136.18,1,1,1,0,1,False,True,False,False,True,False
20,8,3,1,6,0,4,150.7,0,0,1,0,0,True,False,False,True,False,False
31,13,4,3,10,0,3,147.67,0,0,0,0,1,True,False,False,False,True,False
1,21,4,1,7,1,5,149.36,1,1,1,0,0,True,False,False,False,True,False
1,7,4,3,2,0,3,173.98,0,1,0,1,1,False,False,False,True,False,False
10,31,3,3,4,1,7,144.49,0,0,0,0,0,True,False,False,True,False,False
3,10,5,3,3,0,8,244.35,0,1,0,1,0,False,False,False,False,False,False
4,11,3,4,2,0,2,127.89,0,1,0,0,1,True,False,False,False,True,False
4,7,4,4,2,1,8,160.79,0,1,0,0,0,False,False,False,False,True,False
5,9,6,1,3,1,1,136.29,0,1,1,0,1,True,False,False,False,True,False
6,17,4,1,4,0,1,237.44,0,0,1,1,1,False,True,False,False,False,False
28,8,4,1,9,0,4,126.62,0,0,1,0,0,True,False,False,False,True,False
22,8,3,1,4,0,3,291.61,0,0,1,1,1,True,False,False,False,False,True
5,16,5,4,2,1,3,151.57,0,1,0,0,1,False,True,False,False,True,False
19,6,1,5,2,0,12,275.67,0,0,0,1,0,False,True,True,False,False,False
7,21,3,5,8,0,9,270.07,0,0,0,1,0,True,False,True,False,False,False
2,8,3,1,2,0,9,145.54,0,1,1,0,0,False,True,False,True,False,False
28,32,4,1,2,0,13,295.86,0,0,1,1,0,True,False,False,False,False,True
1,22,6,1,8,1,3,179.4,1,1,1,1,1,True,False,False,True,False,False
17,17,4,2,2,0,8,149.55,0,0,1,0,0,False,True,False,False,True,False
16,12,4,3,8,0,14,293.92,0,0,0,1,0,True,False,False,False,False,True
7,19,3,3,2,0,1,186.28,0,0,0,1,1,True,False,False,False,False,False
8,15,2,3,4,0,3,169.04,0,0,0,1,1,True,False,False,True,False,False
0,7,3,1,5,0,2,132.29,0,1,1,0,1,True,False,False,False,True,False
15,23,2,5,4,1,2,165.45,0,0,0,1,1,False,True,False,True,False,False
7,9,3,4,2,0,9,154.33,0,0,0,0,0,True,False,False,True,False,False
16,13,4,5,11,0,8,258.48,0,0,0,1,0,True,False,False,False,False,False
16,22,3,2,6,1,9,260.64,0,0,1,1,0,False,False,True,False,False,False
0,35,3,5,2,0,2,139.07,0,1,0,0,1,True,False,False,False,True,False
2,36,4,5,9,1,1,191.73,1,1,0,1,1,False,False,False,True,False,False
1,7,4,2,3,0,1,141.11,0,1,1,0,1,False,True,False,False,True,False
1,18,4,4,3,0,3,147.44,0,1,0,0,1,True,False,False,False,True,False
6,10,4,5,3,0,4,192.25,0,0,0,1,0,False,False,False,True,False,False
11,36,4,4,3,1,10,243.49,1,0,0,1,0,True,False,False,False,False,False
19,30,4,5,3,1,9,161.33,0,0,0,0,0,False,False,False,True,False,False
5,15,3,1,2,1,5,163.22,0,1,1,0,0,True,False,False,True,False,False
1,12,2,3,5,1,4,149.32,1,1,0,0,0,False,True,False,False,True,False
8,17,2,1,3,0,3,172.24,0,0,1,1,1,True,False,False,True,False,False
8,9,4,1,3,0,5,187.74,0,0,1,1,0,False,True,False,True,False,False
27,10,4,3,5,1,4,300.84,0,0,0,1,0,False,False,True,False,False,False
21,9,5,2,3,1,3,157.94,0,0,1,0,1,False,True,False,False,True,False
4,14,4,5,9,0,3,172.79,0,1,0,1,1,True,False,False,True,False,False
5,18,4,2,5,1,3,148.56,0,1,1,0,1,False,False,False,False,True,False
10,11,3,1,8,0,4,163.47,0,0,1,0,0,True,False,False,True,False,False
0,22,3,5,6,0,2,153.24,1,1,0,0,1,False,True,False,True,False,False
16,17,4,3,5,0,4,154.36,0,0,0,0,0,True,False,False,False,True,False
4,9,4,1,2,0,8,150.64,0,1,1,0,0,False,True,False,False,True,False
5,21,3,1,6,0,2,166.67,0,1,1,1,1,True,False,False,True,False,False
1,19,4,1,5,1,8,170.81,1,1,1,1,0,False,True,False,True,False,False
8,7,4,5,7,0,4,154.96,0,0,0,0,0,True,False,False,False,True,False
1,17,4,2,2,0,2,174.5,0,1,1,1,1,False,True,False,True,False,False
10,15,5,5,3,0,10,200.87,0,0,0,1,0,False,True,False,False,False,False
1,19,3,4,3,0,1,152.16,1,1,0,0,1,False,True,False,False,True,False
14,10,5,3,3,1,3,151.83,1,0,0,0,1,True,False,False,False,True,False
1,9,4,3,8,0,2,168.82,1,1,0,1,1,False,True,False,False,True,False
1,12,5,3,2,0,1,154.66,0,1,0,0,1,False,True,False,False,True,False
12,9,4,3,1,0,7,130.69,0,0,0,0,0,True,False,False,True,False,False
7,8,3,1,2,0,11,166.87,0,0,1,1,0,False,True,False,True,False,False
6,9,3,3,2,1,0,129.09,0,0,0,0,1,True,False,False,False,True,False
9,8,6,1,3,0,2,154.77,0,0,1,0,1,True,False,False,False,True,False
21,7,4,1,7,0,0,282.65,0,0,1,1,1,False,True,False,False,False,True
10,9,4,4,11,1,13,179.1,0,0,0,1,0,False,True,False,True,False,False
8,15,4,3,5,0,4,186.42,0,0,0,1,0,False,True,False,True,False,False
3,11,3,1,3,0,4,194.19,0,1,1,1,0,True,False,False,False,False,False
10,16,3,5,7,0,3,134.52,0,0,0,0,1,True,False,False,False,True,False
1,9,5,3,8,1,1,145.9,1,1,0,0,1,False,True,False,False,True,False
0,13,3,3,2,1,2,128.86,1,1,0,0,1,False,False,False,False,True,False
25,21,4,2,6,0,8,174.36,0,0,1,1,0,False,False,False,True,False,False
14,9,2,3,7,0,9,188.77,0,0,0,1,0,True,False,False,True,False,False
1,25,4,5,2,0,3,131.96,0,1,0,0,1,True,False,False,False,True,False
1,16,4,1,3,0,3,151.1,0,1,1,0,1,False,True,False,False,True,False
11,8,3,3,10,0,0,165.53,0,0,0,1,1,True,False,False,True,False,False
10,17,3,3,5,0,2,136.29,0,0,0,0,1,False,True,False,False,True,False
4,12,5,3,3,0,3,186.18,0,1,0,1,1,True,False,False,True,False,False
30,6,3,5,4,1,5,297.01,0,0,0,1,0,False,False,False,False,False,True
1,17,4,3,3,1,2,135.09,1,1,0,0,1,False,True,False,False,True,False
10,34,4,3,8,0,8,177.37,0,0,0,1,0,True,False,False,True,False,False
1,8,6,3,3,0,1,138.59,1,1,0,0,1,False,True,False,False,True,False
5,19,4,3,3,0,9,320.45,1,1,0,1,0,True,False,False,False,False,True
10,6,3,2,5,0,2,174.91,0,0,1,1,1,False,True,False,False,False,False
15,11,3,4,10,1,7,184.46,1,0,0,1,0,False,True,False,False,False,False
6,11,4,2,5,0,2,171.19,0,0,1,1,1,True,False,False,False,False,False
1,9,4,1,8,1,3,162.22,1,1,1,0,1,True,False,False,False,True,False
28,24,3,4,4,1,7,163.85,0,0,0,0,0,True,False,False,True,False,False
7,13,3,1,2,0,0,129.72,0,0,1,0,1,False,True,False,False,True,False
18,8,3,4,1,0,7,148.05,0,0,0,0,0,False,False,False,True,False,False
19,30,4,5,3,1,9,161.33,0,0,0,0,0,True,False,False,True,False,False
1,30,5,1,9,1,1,166.57,0,1,1,1,1,True,False,False,True,False,False
19,8,3,1,8,1,2,293.28,0,0,1,1,1,True,False,False,False,False,True
15,26,4,5,4,0,1,155.72,0,0,0,0,1,True,False,False,True,False,False
30,30,4,4,6,1,10,259.02,0,0,0,1,0,False,False,True,False,False,False
22,13,4,3,9,0,0,145.0,0,0,0,0,1,False,True,False,False,False,False
1,9,4,5,5,0,1,148.22,0,1,0,0,1,True,False,False,False,True,False
3,12,4,2,5,0,1,145.86,1,1,1,0,1,False,False,False,True,False,False
5,15,4,2,3,0,10,232.93,0,1,1,1,0,True,False,False,False,False,False
1,10,5,3,3,0,3,155.33,0,1,0,0,1,False,True,False,False,True,False
11,18,4,1,3,1,8,246.85,0,0,1,1,0,True,False,False,False,False,False
23,7,4,3,6,0,1,278.79,0,0,0,1,1,False,True,True,False,False,False
1,29,4,3,3,1,1,141.75,1,1,0,0,1,False,True,False,False,True,False
1,11,4,3,3,0,1,148.18,0,1,0,0,1,False,True,False,False,True,False
9,9,4,1,1,0,4,176.44,0,0,1,1,0,True,False,False,False,False,False
4,8,3,5,8,0,3,153.32,0,1,0,0,1,False,True,False,True,False,False
1,11,3,5,1,0,3,184.63,0,1,0,1,1,False,True,False,True,False,False
10,7,4,4,2,0,6,177.28,0,0,0,1,0,True,False,False,True,False,False
11,6,4,2,5,0,1,186.86,0,0,1,1,1,False,True,False,True,False,False
3,14,4,1,3,1,1,191.23,0,1,1,1,1,True,False,False,True,False,False
4,36,4,5,10,0,4,166.15,0,1,0,1,0,True,False,False,True,False,False
